chrom,endLength,startLength,sample
chr1_pat_hsa1,0,0,PR00251.hap2
chr2_mat_hsa3,0,6940,PR00251.hap2
chr3_pat_hsa4,0,8333,PR00251.hap2
chr4_mat_hsa5,5866,0,PR00251.hap2
chr5_pat_hsa6,8038,3647,PR00251.hap2
chr6_mat_hsa7,13258,8522,PR00251.hap2
chr7_pat_hsa8,11808,8135,PR00251.hap2
chr8_mat_hsa10,0,0,PR00251.hap2
chr9_pat_hsa11,4095,4993,PR00251.hap2
chr10_mat_hsa12,10856,8770,PR00251.hap2
chr11_mat_hsa9,11886,11121,PR00251.hap2
chr12_mat_hsa2a,5059,3248,PR00251.hap2
chr13_mat_hsa2b,5527,2606,PR00251.hap2
chr14_pat_hsa13,5745,4463,PR00251.hap2
chr15_mat_hsa14,0,0,PR00251.hap2
chr16_pat_hsa15,2427,5922,PR00251.hap2
chr17_mat_hsa18,0,0,PR00251.hap2
chr18_pat_hsa16,3489,4630,PR00251.hap2
chr19_pat_hsa17,0,0,PR00251.hap2
chr20_pat_hsa19,0,8127,PR00251.hap2
chr21_mat_hsa20,5005,8813,PR00251.hap2
chr22_pat_hsa21,0,0,PR00251.hap2
chr23_pat_hsa22,0,0,PR00251.hap2
chrX_mat_hsaX,4520,3502,PR00251.hap2
chrY_pat_hsaY,0,7420,PR00251.hap2
chr1_pat_hsa1,8921,2328,PR00445.hap1
chr2_mat_hsa3,12447,5768,PR00445.hap1
chr3_pat_hsa4,0,0,PR00445.hap1
chr4_mat_hsa5,9315,11987,PR00445.hap1
chr5_pat_hsa6,0,5795,PR00445.hap1
chr6_mat_hsa7,8211,0,PR00445.hap1
chr7_pat_hsa8,11519,0,PR00445.hap1
chr8_mat_hsa10,0,3204,PR00445.hap1
chr9_pat_hsa11,0,5538,PR00445.hap1
chr10_mat_hsa12,0,0,PR00445.hap1
chr11_mat_hsa9,7499,7194,PR00445.hap1
chr12_mat_hsa2a,11052,5496,PR00445.hap1
chr13_mat_hsa2b,0,0,PR00445.hap1
chr14_pat_hsa13,0,0,PR00445.hap1
chr15_mat_hsa14,8791,0,PR00445.hap1
chr16_pat_hsa15,14498,0,PR00445.hap1
chr17_mat_hsa18,0,0,PR00445.hap1
chr18_pat_hsa16,0,0,PR00445.hap1
chr19_pat_hsa17,0,0,PR00445.hap1
chr20_pat_hsa19,0,2346,PR00445.hap1
chr21_mat_hsa20,4890,5622,PR00445.hap1
chr22_pat_hsa21,0,0,PR00445.hap1
chr23_pat_hsa22,7000,0,PR00445.hap1
chrX_mat_hsaX,0,0,PR00445.hap1
chrY_pat_hsaY,0,0,PR00445.hap1
chr1_pat_hsa1,0,0,AG05253_1.hap2
chr2_mat_hsa3,4556,2414,AG05253_1.hap2
chr3_pat_hsa4,0,4203,AG05253_1.hap2
chr4_mat_hsa5,8752,0,AG05253_1.hap2
chr5_pat_hsa6,0,5241,AG05253_1.hap2
chr6_mat_hsa7,0,2505,AG05253_1.hap2
chr7_pat_hsa8,2953,0,AG05253_1.hap2
chr8_mat_hsa10,1652,0,AG05253_1.hap2
chr9_pat_hsa11,5533,4177,AG05253_1.hap2
chr10_mat_hsa12,3824,0,AG05253_1.hap2
chr11_mat_hsa9,2371,0,AG05253_1.hap2
chr12_mat_hsa2a,1527,0,AG05253_1.hap2
chr13_mat_hsa2b,7555,0,AG05253_1.hap2
chr14_pat_hsa13,5014,0,AG05253_1.hap2
chr15_mat_hsa14,0,0,AG05253_1.hap2
chr16_pat_hsa15,7922,0,AG05253_1.hap2
chr17_mat_hsa18,0,0,AG05253_1.hap2
chr18_pat_hsa16,6978,0,AG05253_1.hap2
chr19_pat_hsa17,2713,0,AG05253_1.hap2
chr20_pat_hsa19,1309,0,AG05253_1.hap2
chr21_mat_hsa20,0,4424,AG05253_1.hap2
chr22_pat_hsa21,0,0,AG05253_1.hap2
chr23_pat_hsa22,3829,0,AG05253_1.hap2
chrX_mat_hsaX,0,0,AG05253_1.hap2
chrY_pat_hsaY,0,0,AG05253_1.hap2
chr1_pat_hsa1,13689,0,PR00249.hap1
chr2_mat_hsa3,0,14099,PR00249.hap1
chr3_pat_hsa4,0,14137,PR00249.hap1
chr4_mat_hsa5,5485,9975,PR00249.hap1
chr5_pat_hsa6,2102,0,PR00249.hap1
chr6_mat_hsa7,14314,0,PR00249.hap1
chr7_pat_hsa8,0,0,PR00249.hap1
chr8_mat_hsa10,0,14308,PR00249.hap1
chr9_pat_hsa11,7917,0,PR00249.hap1
chr10_mat_hsa12,12624,5908,PR00249.hap1
chr11_mat_hsa9,0,4556,PR00249.hap1
chr12_mat_hsa2a,8744,14500,PR00249.hap1
chr13_mat_hsa2b,8835,0,PR00249.hap1
chr14_pat_hsa13,6979,0,PR00249.hap1
chr15_mat_hsa14,2796,7870,PR00249.hap1
chr16_pat_hsa15,0,0,PR00249.hap1
chr17_mat_hsa18,12036,0,PR00249.hap1
chr18_pat_hsa16,0,0,PR00249.hap1
chr19_pat_hsa17,5153,6473,PR00249.hap1
chr20_pat_hsa19,0,5806,PR00249.hap1
chr21_mat_hsa20,4091,0,PR00249.hap1
chr22_pat_hsa21,5459,0,PR00249.hap1
chr23_pat_hsa22,0,0,PR00249.hap1
chrX_mat_hsaX,5971,0,PR00249.hap1
chrY_pat_hsaY,0,0,PR00249.hap1
chr1_pat_hsa1,0,0,PR00445.hap2
chr2_mat_hsa3,5941,10093,PR00445.hap2
chr3_pat_hsa4,7886,5842,PR00445.hap2
chr4_mat_hsa5,0,7548,PR00445.hap2
chr5_pat_hsa6,0,0,PR00445.hap2
chr6_mat_hsa7,11047,10951,PR00445.hap2
chr7_pat_hsa8,0,0,PR00445.hap2
chr8_mat_hsa10,0,3204,PR00445.hap2
chr9_pat_hsa11,5272,5280,PR00445.hap2
chr10_mat_hsa12,0,0,PR00445.hap2
chr11_mat_hsa9,0,4532,PR00445.hap2
chr12_mat_hsa2a,10819,0,PR00445.hap2
chr13_mat_hsa2b,2419,0,PR00445.hap2
chr14_pat_hsa13,0,9124,PR00445.hap2
chr15_mat_hsa14,0,0,PR00445.hap2
chr16_pat_hsa15,5599,0,PR00445.hap2
chr17_mat_hsa18,0,0,PR00445.hap2
chr18_pat_hsa16,0,0,PR00445.hap2
chr19_pat_hsa17,5175,0,PR00445.hap2
chr20_pat_hsa19,6517,0,PR00445.hap2
chr21_mat_hsa20,0,10901,PR00445.hap2
chr22_pat_hsa21,786,7547,PR00445.hap2
chr23_pat_hsa22,0,0,PR00445.hap2
chrX_mat_hsaX,8211,0,PR00445.hap2
chrY_pat_hsaY,10241,0,PR00445.hap2
chr1_pat_hsa1,7104,0,AG05253_1.hap1
chr2_mat_hsa3,828,0,AG05253_1.hap1
chr3_pat_hsa4,7110,3428,AG05253_1.hap1
chr4_mat_hsa5,5157,3729,AG05253_1.hap1
chr5_pat_hsa6,2464,0,AG05253_1.hap1
chr6_mat_hsa7,5150,4622,AG05253_1.hap1
chr7_pat_hsa8,6370,0,AG05253_1.hap1
chr8_mat_hsa10,0,0,AG05253_1.hap1
chr9_pat_hsa11,0,0,AG05253_1.hap1
chr10_mat_hsa12,0,3971,AG05253_1.hap1
chr11_mat_hsa9,0,0,AG05253_1.hap1
chr12_mat_hsa2a,1527,0,AG05253_1.hap1
chr13_mat_hsa2b,6236,0,AG05253_1.hap1
chr14_pat_hsa13,0,0,AG05253_1.hap1
chr15_mat_hsa14,3193,0,AG05253_1.hap1
chr16_pat_hsa15,891,4295,AG05253_1.hap1
chr17_mat_hsa18,0,0,AG05253_1.hap1
chr18_pat_hsa16,3003,3080,AG05253_1.hap1
chr19_pat_hsa17,0,0,AG05253_1.hap1
chr20_pat_hsa19,0,4219,AG05253_1.hap1
chr21_mat_hsa20,0,5084,AG05253_1.hap1
chr22_pat_hsa21,0,0,AG05253_1.hap1
chr23_pat_hsa22,0,0,AG05253_1.hap1
chrX_mat_hsaX,9233,0,AG05253_1.hap1
chrY_pat_hsaY,0,3447,AG05253_1.hap1
chr1_pat_hsa1,10558,8342,mPanPan1.hap1
chr2_mat_hsa3,11905,8737,mPanPan1.hap1
chr3_pat_hsa4,8858,14123,mPanPan1.hap1
chr4_mat_hsa5,6524,12584,mPanPan1.hap1
chr5_pat_hsa6,13208,5821,mPanPan1.hap1
chr6_mat_hsa7,10631,9044,mPanPan1.hap1
chr7_pat_hsa8,9364,10507,mPanPan1.hap1
chr8_mat_hsa10,8643,12767,mPanPan1.hap1
chr9_pat_hsa11,6251,7216,mPanPan1.hap1
chr10_mat_hsa12,9313,9636,mPanPan1.hap1
chr11_mat_hsa9,9899,6755,mPanPan1.hap1
chr12_mat_hsa2a,12377,6160,mPanPan1.hap1
chr13_mat_hsa2b,10622,7551,mPanPan1.hap1
chr14_pat_hsa13,8387,8674,mPanPan1.hap1
chr15_mat_hsa14,0,8147,mPanPan1.hap1
chr16_pat_hsa15,7868,7300,mPanPan1.hap1
chr17_mat_hsa18,6935,0,mPanPan1.hap1
chr18_pat_hsa16,7767,10627,mPanPan1.hap1
chr19_pat_hsa17,11210,7985,mPanPan1.hap1
chr20_pat_hsa19,10660,8114,mPanPan1.hap1
chr21_mat_hsa20,8778,9364,mPanPan1.hap1
chr22_pat_hsa21,9954,7005,mPanPan1.hap1
chr23_pat_hsa22,9627,7613,mPanPan1.hap1
chrX_mat_hsaX,0,0,mPanPan1.hap1
chrY_pat_hsaY,9672,7714,mPanPan1.hap1
chr1_pat_hsa1,6735,0,PR00251.hap1
chr2_mat_hsa3,13011,0,PR00251.hap1
chr3_pat_hsa4,7091,4479,PR00251.hap1
chr4_mat_hsa5,6506,0,PR00251.hap1
chr5_pat_hsa6,0,0,PR00251.hap1
chr6_mat_hsa7,8002,3845,PR00251.hap1
chr7_pat_hsa8,0,2003,PR00251.hap1
chr8_mat_hsa10,0,3138,PR00251.hap1
chr9_pat_hsa11,4638,0,PR00251.hap1
chr10_mat_hsa12,0,0,PR00251.hap1
chr11_mat_hsa9,7927,5793,PR00251.hap1
chr12_mat_hsa2a,3563,0,PR00251.hap1
chr13_mat_hsa2b,0,0,PR00251.hap1
chr14_pat_hsa13,8262,0,PR00251.hap1
chr15_mat_hsa14,4162,0,PR00251.hap1
chr16_pat_hsa15,0,0,PR00251.hap1
chr17_mat_hsa18,0,0,PR00251.hap1
chr18_pat_hsa16,0,5649,PR00251.hap1
chr19_pat_hsa17,0,0,PR00251.hap1
chr20_pat_hsa19,8811,0,PR00251.hap1
chr21_mat_hsa20,0,5497,PR00251.hap1
chr22_pat_hsa21,6256,0,PR00251.hap1
chr23_pat_hsa22,3178,3690,PR00251.hap1
chrX_mat_hsaX,0,0,PR00251.hap1
chrY_pat_hsaY,0,0,PR00251.hap1
chr1_pat_hsa1,0,8687,PR00249.hap2
chr2_mat_hsa3,0,11979,PR00249.hap2
chr3_pat_hsa4,14068,7503,PR00249.hap2
chr4_mat_hsa5,0,3332,PR00249.hap2
chr5_pat_hsa6,0,4853,PR00249.hap2
chr6_mat_hsa7,14852,0,PR00249.hap2
chr7_pat_hsa8,15536,0,PR00249.hap2
chr8_mat_hsa10,0,0,PR00249.hap2
chr9_pat_hsa11,11685,3082,PR00249.hap2
chr10_mat_hsa12,0,0,PR00249.hap2
chr11_mat_hsa9,0,0,PR00249.hap2
chr12_mat_hsa2a,8866,0,PR00249.hap2
chr13_mat_hsa2b,0,0,PR00249.hap2
chr14_pat_hsa13,10611,6949,PR00249.hap2
chr15_mat_hsa14,0,0,PR00249.hap2
chr16_pat_hsa15,0,0,PR00249.hap2
chr17_mat_hsa18,0,0,PR00249.hap2
chr18_pat_hsa16,0,5484,PR00249.hap2
chr19_pat_hsa17,3323,0,PR00249.hap2
chr20_pat_hsa19,0,2635,PR00249.hap2
chr21_mat_hsa20,0,13663,PR00249.hap2
chr22_pat_hsa21,5459,0,PR00249.hap2
chr23_pat_hsa22,0,5082,PR00249.hap2
chrX_mat_hsaX,14114,0,PR00249.hap2
chrY_pat_hsaY,0,0,PR00249.hap2
chr1_pat_hsa1,8884,11603,mPanPan1.hap2
chr2_mat_hsa3,13120,8171,mPanPan1.hap2
chr3_pat_hsa4,7300,0,mPanPan1.hap2
chr4_mat_hsa5,13850,7711,mPanPan1.hap2
chr5_pat_hsa6,8464,5657,mPanPan1.hap2
chr6_mat_hsa7,11042,8523,mPanPan1.hap2
chr7_pat_hsa8,0,10998,mPanPan1.hap2
chr8_mat_hsa10,12911,8606,mPanPan1.hap2
chr9_pat_hsa11,12166,8345,mPanPan1.hap2
chr10_mat_hsa12,12115,9956,mPanPan1.hap2
chr11_mat_hsa9,10351,9726,mPanPan1.hap2
chr12_mat_hsa2a,10533,5887,mPanPan1.hap2
chr13_mat_hsa2b,13159,7441,mPanPan1.hap2
chr14_pat_hsa13,9606,0,mPanPan1.hap2
chr15_mat_hsa14,0,11023,mPanPan1.hap2
chr16_pat_hsa15,8661,6987,mPanPan1.hap2
chr17_mat_hsa18,10175,8873,mPanPan1.hap2
chr18_pat_hsa16,10369,6050,mPanPan1.hap2
chr19_pat_hsa17,9846,6362,mPanPan1.hap2
chr20_pat_hsa19,8415,7695,mPanPan1.hap2
chr21_mat_hsa20,7189,11805,mPanPan1.hap2
chr22_pat_hsa21,7423,11244,mPanPan1.hap2
chr23_pat_hsa22,5362,5383,mPanPan1.hap2
chrX_mat_hsaX,8002,10557,mPanPan1.hap2
chrY_pat_hsaY,0,0,mPanPan1.hap2
chr1_pat_hsa1,5605,7819,PR00366.hap2
chr2_mat_hsa3,11251,7688,PR00366.hap2
chr3_pat_hsa4,12307,8643,PR00366.hap2
chr4_mat_hsa5,10929,0,PR00366.hap2
chr5_pat_hsa6,4990,0,PR00366.hap2
chr6_mat_hsa7,9962,10593,PR00366.hap2
chr7_pat_hsa8,6647,7984,PR00366.hap2
chr8_mat_hsa10,4530,0,PR00366.hap2
chr9_pat_hsa11,10471,7322,PR00366.hap2
chr10_mat_hsa12,0,4242,PR00366.hap2
chr11_mat_hsa9,8074,13838,PR00366.hap2
chr12_mat_hsa2a,6965,0,PR00366.hap2
chr13_mat_hsa2b,8406,8156,PR00366.hap2
chr14_pat_hsa13,9159,0,PR00366.hap2
chr15_mat_hsa14,6422,0,PR00366.hap2
chr16_pat_hsa15,10043,6930,PR00366.hap2
chr17_mat_hsa18,11438,9611,PR00366.hap2
chr18_pat_hsa16,7506,6670,PR00366.hap2
chr19_pat_hsa17,8101,0,PR00366.hap2
chr20_pat_hsa19,8501,10649,PR00366.hap2
chr21_mat_hsa20,10504,0,PR00366.hap2
chr22_pat_hsa21,4972,0,PR00366.hap2
chr23_pat_hsa22,7336,0,PR00366.hap2
chrX_mat_hsaX,11168,0,PR00366.hap2
chrY_pat_hsaY,0,0,PR00366.hap2
chr1_pat_hsa1,13782,11832,PR00366.hap1
chr2_mat_hsa3,9371,9961,PR00366.hap1
chr3_pat_hsa4,11083,3665,PR00366.hap1
chr4_mat_hsa5,8627,6324,PR00366.hap1
chr5_pat_hsa6,0,0,PR00366.hap1
chr6_mat_hsa7,15766,12031,PR00366.hap1
chr7_pat_hsa8,13943,5867,PR00366.hap1
chr8_mat_hsa10,5234,5609,PR00366.hap1
chr9_pat_hsa11,9722,8823,PR00366.hap1
chr10_mat_hsa12,13920,7424,PR00366.hap1
chr11_mat_hsa9,11703,0,PR00366.hap1
chr12_mat_hsa2a,7493,6444,PR00366.hap1
chr13_mat_hsa2b,8406,9770,PR00366.hap1
chr14_pat_hsa13,9937,0,PR00366.hap1
chr15_mat_hsa14,6035,12616,PR00366.hap1
chr16_pat_hsa15,8447,9920,PR00366.hap1
chr17_mat_hsa18,7583,0,PR00366.hap1
chr18_pat_hsa16,9034,7700,PR00366.hap1
chr19_pat_hsa17,12157,11449,PR00366.hap1
chr20_pat_hsa19,6378,6745,PR00366.hap1
chr21_mat_hsa20,9393,5592,PR00366.hap1
chr22_pat_hsa21,12295,0,PR00366.hap1
chr23_pat_hsa22,10394,8403,PR00366.hap1
chrX_mat_hsaX,11388,0,PR00366.hap1
chrY_pat_hsaY,0,0,PR00366.hap1
