sample	pop	mean_pi	std_pi	stderr_pi	n_sites
HG03199	AFR	0.0227462	0.149093	1.30525e-05	130475909
HG03202	AFR	0.0227731	0.149179	1.306e-05	130475909
HG03209	AFR	0.0231609	0.150414	1.31681e-05	130475909
HG03212	AFR	0.0237036	0.152124	1.33178e-05	130475909
HG03224	AFR	0.0231338	0.150329	1.31606e-05	130475909
HG03225	AFR	0.023116	0.150272	1.31557e-05	130475909
HG03246	AFR	0.0228066	0.149287	1.30694e-05	130475909
HG03247	AFR	0.0237085	0.152139	1.33192e-05	130475909
HG03258	AFR	0.0227129	0.148987	1.30431e-05	130475909
HG03259	AFR	0.0206247	0.142124	1.24424e-05	130475909
HG03265	AFR	0.0226868	0.148903	1.30358e-05	130475909
HG03267	AFR	0.0236723	0.152026	1.33092e-05	130475909
HG03268	AFR	0.0226476	0.148777	1.30248e-05	130475909
HG03270	AFR	0.0237109	0.152147	1.33198e-05	130475909
HG03271	AFR	0.0227031	0.148955	1.30404e-05	130475909
HG03279	AFR	0.0235908	0.151771	1.32869e-05	130475909
HG03280	AFR	0.0227231	0.149019	1.3046e-05	130475909
HG03291	AFR	0.0236392	0.151922	1.33001e-05	130475909
HG03294	AFR	0.0235244	0.151562	1.32686e-05	130475909
HG03295	AFR	0.0227434	0.149084	1.30517e-05	130475909
HG03297	AFR	0.0235404	0.151612	1.3273e-05	130475909
HG03298	AFR	0.0226587	0.148813	1.30279e-05	130475909
HG03303	AFR	0.0234427	0.151305	1.32461e-05	130475909
HG03304	AFR	0.0228472	0.149416	1.30807e-05	130475909
HG03311	AFR	0.0225904	0.148594	1.30087e-05	130475909
HG03313	AFR	0.0225187	0.148363	1.29886e-05	130475909
HG03342	AFR	0.0237085	0.152139	1.33192e-05	130475909
HG03343	AFR	0.0226168	0.148678	1.30162e-05	130475909
HG03351	AFR	0.0235497	0.151641	1.32756e-05	130475909
HG03352	AFR	0.022727	0.149032	1.30471e-05	130475909
HG03354	AFR	0.0236106	0.151833	1.32923e-05	130475909
HG03363	AFR	0.0234094	0.1512	1.32369e-05	130475909
HG03366	AFR	0.0237086	0.15214	1.33192e-05	130475909
HG03367	AFR	0.0227401	0.149074	1.30508e-05	130475909
HG03369	AFR	0.0235902	0.151769	1.32867e-05	130475909
HG03370	AFR	0.0227604	0.149139	1.30565e-05	130475909
HG03372	AFR	0.0235511	0.151646	1.32759e-05	130475909
HG03376	AFR	0.0230349	0.150014	1.31331e-05	130475909
HG03378	AFR	0.024126	0.15344	1.3433e-05	130475909
HG03380	AFR	0.0239726	0.152964	1.33913e-05	130475909
HG03382	AFR	0.0231977	0.150531	1.31783e-05	130475909
HG03385	AFR	0.0228992	0.149582	1.30953e-05	130475909
HG03388	AFR	0.0230837	0.150169	1.31467e-05	130475909
HG03391	AFR	0.0232047	0.150553	1.31803e-05	130475909
HG03394	AFR	0.0231838	0.150487	1.31745e-05	130475909
HG03397	AFR	0.023058	0.150088	1.31395e-05	130475909
HG03401	AFR	0.0239716	0.152961	1.3391e-05	130475909
HG03410	AFR	0.0238696	0.152643	1.33632e-05	130475909
HG03419	AFR	0.0239879	0.153011	1.33955e-05	130475909
HG03428	AFR	0.023883	0.152685	1.33669e-05	130475909
HG03432	AFR	0.0231245	0.150299	1.3158e-05	130475909
HG03433	AFR	0.0231466	0.150369	1.31642e-05	130475909
HG03436	AFR	0.0230785	0.150153	1.31452e-05	130475909
HG03437	AFR	0.0239426	0.15287	1.33831e-05	130475909
HG03439	AFR	0.0229667	0.149797	1.31141e-05	130475909
HG03442	AFR	0.0231243	0.150298	1.3158e-05	130475909
HG03445	AFR	0.0233247	0.150933	1.32135e-05	130475909
HG03446	AFR	0.0238282	0.152514	1.33519e-05	130475909
HG03449	AFR	0.0239841	0.152999	1.33944e-05	130475909
HG03455	AFR	0.0241045	0.153374	1.34272e-05	130475909
HG03457	AFR	0.0231211	0.150288	1.31571e-05	130475909
HG03458	AFR	0.0240643	0.153249	1.34163e-05	130475909
HG03460	AFR	0.0231416	0.150353	1.31628e-05	130475909
HG03461	AFR	0.0240112	0.153084	1.34018e-05	130475909
HG03464	AFR	0.0241973	0.153661	1.34524e-05	130475909
HG03469	AFR	0.023194	0.150519	1.31773e-05	130475909
HG03470	AFR	0.024182	0.153614	1.34482e-05	130475909
HG03472	AFR	0.023056	0.150082	1.3139e-05	130475909
HG03473	AFR	0.0239654	0.152941	1.33894e-05	130475909
HG03476	AFR	0.0240556	0.153222	1.34139e-05	130475909
HG03478	AFR	0.0231597	0.15041	1.31678e-05	130475909
HG03479	AFR	0.0241076	0.153383	1.3428e-05	130475909
HG03499	AFR	0.0234762	0.15141	1.32553e-05	130475909
HG03514	AFR	0.0237813	0.152367	1.33391e-05	130475909
HG03515	AFR	0.0227273	0.149033	1.30472e-05	130475909
HG03520	AFR	0.0236801	0.152051	1.33114e-05	130475909
HG03521	AFR	0.0226822	0.148888	1.30345e-05	130475909
HG03538	AFR	0.0227202	0.14901	1.30452e-05	130475909
HG03539	AFR	0.0235434	0.151622	1.32738e-05	130475909
HG03547	AFR	0.0232643	0.150742	1.31968e-05	130475909
HG03548	AFR	0.0241504	0.153516	1.34397e-05	130475909
HG03556	AFR	0.023189	0.150503	1.31759e-05	130475909
HG03557	AFR	0.0239331	0.152841	1.33806e-05	130475909
HG03558	AFR	0.0239869	0.153008	1.33952e-05	130475909
HG03559	AFR	0.0232146	0.150584	1.3183e-05	130475909
HG03563	AFR	0.0239425	0.15287	1.33831e-05	130475909
HG03565	AFR	0.0231814	0.150479	1.31738e-05	130475909
HG03567	AFR	0.0241006	0.153362	1.34262e-05	130475909
HG03571	AFR	0.0231159	0.150271	1.31556e-05	130475909
HG03572	AFR	0.024108	0.153385	1.34282e-05	130475909
HG03575	AFR	0.0240476	0.153197	1.34117e-05	130475909
HG03577	AFR	0.0231169	0.150275	1.31559e-05	130475909
HG03578	AFR	0.0239881	0.153012	1.33955e-05	130475909
HG03583	AFR	0.0240271	0.153133	1.34062e-05	130475909
NA18486	AFR	0.0227684	0.149164	1.30587e-05	130475909
NA18488	AFR	0.0237106	0.152146	1.33197e-05	130475909
NA18489	AFR	0.0235536	0.151654	1.32766e-05	130475909
NA18498	AFR	0.0227728	0.149178	1.30599e-05	130475909
NA18499	AFR	0.0235871	0.151759	1.32858e-05	130475909
NA18501	AFR	0.0228767	0.14951	1.3089e-05	130475909
NA18502	AFR	0.0235067	0.151506	1.32637e-05	130475909
NA18504	AFR	0.0227175	0.149001	1.30444e-05	130475909
NA18505	AFR	0.0235913	0.151772	1.3287e-05	130475909
NA18507	AFR	0.0228388	0.14939	1.30784e-05	130475909
NA18508	AFR	0.0238616	0.152618	1.33611e-05	130475909
NA18510	AFR	0.0227759	0.149188	1.30608e-05	130475909
NA18511	AFR	0.0237815	0.152368	1.33392e-05	130475909
NA18516	AFR	0.022629	0.148718	1.30196e-05	130475909
NA18517	AFR	0.0234539	0.15134	1.32492e-05	130475909
NA18519	AFR	0.0226793	0.148879	1.30337e-05	130475909
NA18520	AFR	0.0234671	0.151382	1.32528e-05	130475909
NA18522	AFR	0.0228151	0.149314	1.30718e-05	130475909
NA18523	AFR	0.0236568	0.151977	1.3305e-05	130475909
NA18853	AFR	0.0228981	0.149579	1.3095e-05	130475909
NA18856	AFR	0.0229826	0.149848	1.31185e-05	130475909
NA18858	AFR	0.0236681	0.152013	1.33081e-05	130475909
NA18861	AFR	0.0236992	0.15211	1.33166e-05	130475909
NA18865	AFR	0.0228331	0.149371	1.30768e-05	130475909
NA18867	AFR	0.0234946	0.151468	1.32604e-05	130475909
NA18868	AFR	0.022959	0.149773	1.3112e-05	130475909
NA18870	AFR	0.0237128	0.152153	1.33203e-05	130475909
NA18871	AFR	0.0228077	0.14929	1.30697e-05	130475909
NA18873	AFR	0.023751	0.152272	1.33308e-05	130475909
NA18876	AFR	0.0236981	0.152107	1.33163e-05	130475909
NA18877	AFR	0.0227343	0.149055	1.30491e-05	130475909
NA18878	AFR	0.0235215	0.151553	1.32678e-05	130475909
NA18879	AFR	0.0229667	0.149797	1.31141e-05	130475909
NA18881	AFR	0.0234942	0.151467	1.32603e-05	130475909
NA18907	AFR	0.0237059	0.152131	1.33184e-05	130475909
NA18908	AFR	0.02283	0.149361	1.3076e-05	130475909
NA18909	AFR	0.0236351	0.151909	1.3299e-05	130475909
NA18910	AFR	0.0227329	0.149051	1.30488e-05	130475909
NA18912	AFR	0.0235818	0.151742	1.32844e-05	130475909
NA18915	AFR	0.0226784	0.148876	1.30335e-05	130475909
NA18916	AFR	0.0237457	0.152256	1.33294e-05	130475909
NA18917	AFR	0.0230032	0.149913	1.31243e-05	130475909
NA18923	AFR	0.0228173	0.149321	1.30724e-05	130475909
NA18924	AFR	0.0235544	0.151656	1.32768e-05	130475909
NA18933	AFR	0.0235014	0.151489	1.32623e-05	130475909
NA18934	AFR	0.0227799	0.149201	1.30619e-05	130475909
NA19017	AFR	0.0239144	0.152783	1.33755e-05	130475909
NA19019	AFR	0.0236044	0.151813	1.32906e-05	130475909
NA19020	AFR	0.0231806	0.150477	1.31736e-05	130475909
NA19023	AFR	0.0238024	0.152433	1.33449e-05	130475909
NA19024	AFR	0.0237459	0.152256	1.33294e-05	130475909
NA19025	AFR	0.0227318	0.149047	1.30484e-05	130475909
NA19026	AFR	0.0228927	0.149561	1.30935e-05	130475909
NA19027	AFR	0.0226017	0.14863	1.30119e-05	130475909
NA19028	AFR	0.0230069	0.149925	1.31253e-05	130475909
NA19030	AFR	0.0235378	0.151604	1.32723e-05	130475909
NA19031	AFR	0.0229621	0.149783	1.31128e-05	130475909
NA19035	AFR	0.0228897	0.149552	1.30926e-05	130475909
NA19036	AFR	0.0238723	0.152651	1.3364e-05	130475909
NA19037	AFR	0.0236686	0.152014	1.33082e-05	130475909
NA19038	AFR	0.0237123	0.152151	1.33202e-05	130475909
NA19041	AFR	0.0230235	0.149978	1.31299e-05	130475909
NA19042	AFR	0.0238706	0.152646	1.33635e-05	130475909
NA19043	AFR	0.0229131	0.149627	1.30992e-05	130475909
NA19092	AFR	0.0228029	0.149275	1.30684e-05	130475909
NA19093	AFR	0.023488	0.151447	1.32586e-05	130475909
NA19095	AFR	0.0234349	0.15128	1.32439e-05	130475909
NA19096	AFR	0.0227602	0.149138	1.30564e-05	130475909
NA19098	AFR	0.022774	0.149182	1.30603e-05	130475909
NA19099	AFR	0.0236358	0.151912	1.32992e-05	130475909
NA19102	AFR	0.0235506	0.151644	1.32758e-05	130475909
NA19107	AFR	0.0226169	0.148679	1.30162e-05	130475909
NA19108	AFR	0.0233779	0.151101	1.32282e-05	130475909
NA19113	AFR	0.0224862	0.148259	1.29794e-05	130475909
NA19114	AFR	0.0237122	0.152151	1.33202e-05	130475909
NA19116	AFR	0.0235752	0.151721	1.32826e-05	130475909
NA19117	AFR	0.022687	0.148904	1.30359e-05	130475909
NA19118	AFR	0.0237673	0.152324	1.33353e-05	130475909
NA19119	AFR	0.0226407	0.148755	1.30229e-05	130475909
NA19121	AFR	0.0225483	0.148458	1.29969e-05	130475909
NA19129	AFR	0.02351	0.151516	1.32646e-05	130475909
NA19130	AFR	0.0227717	0.149175	1.30596e-05	130475909
NA19131	AFR	0.0236599	0.151987	1.33058e-05	130475909
NA19137	AFR	0.0234249	0.151249	1.32412e-05	130475909
NA19138	AFR	0.0226962	0.148933	1.30385e-05	130475909
NA19141	AFR	0.0226727	0.148858	1.30319e-05	130475909
NA19143	AFR	0.0235715	0.15171	1.32816e-05	130475909
NA19144	AFR	0.0229347	0.149695	1.31052e-05	130475909
NA19146	AFR	0.0228096	0.149296	1.30702e-05	130475909
NA19147	AFR	0.0235981	0.151794	1.32889e-05	130475909
NA19149	AFR	0.0235113	0.151521	1.3265e-05	130475909
NA19152	AFR	0.0236054	0.151816	1.32909e-05	130475909
NA19153	AFR	0.0226976	0.148938	1.30388e-05	130475909
NA19159	AFR	0.0238351	0.152535	1.33538e-05	130475909
NA19160	AFR	0.0227263	0.14903	1.30469e-05	130475909
NA19171	AFR	0.0225944	0.148607	1.30099e-05	130475909
NA19172	AFR	0.0235683	0.1517	1.32807e-05	130475909
NA19175	AFR	0.0228731	0.149499	1.3088e-05	130475909
NA19184	AFR	0.0226072	0.148648	1.30135e-05	130475909
NA19185	AFR	0.0238586	0.152608	1.33602e-05	130475909
NA19197	AFR	0.0236714	0.152023	1.3309e-05	130475909
NA19198	AFR	0.0227671	0.14916	1.30583e-05	130475909
NA19200	AFR	0.0227001	0.148946	1.30396e-05	130475909
NA19201	AFR	0.0234127	0.15121	1.32378e-05	130475909
NA19204	AFR	0.0234776	0.151415	1.32557e-05	130475909
NA19206	AFR	0.0235234	0.151559	1.32683e-05	130475909
NA19207	AFR	0.0227652	0.149154	1.30578e-05	130475909
NA19209	AFR	0.023612	0.151837	1.32927e-05	130475909
NA19210	AFR	0.0228231	0.149339	1.3074e-05	130475909
NA19213	AFR	0.0228232	0.149339	1.3074e-05	130475909
NA19214	AFR	0.0237072	0.152135	1.33188e-05	130475909
NA19222	AFR	0.0234903	0.151455	1.32592e-05	130475909
NA19223	AFR	0.0226766	0.14887	1.3033e-05	130475909
NA19225	AFR	0.0235172	0.151539	1.32666e-05	130475909
NA19235	AFR	0.0236826	0.152058	1.3312e-05	130475909
NA19236	AFR	0.0228166	0.149318	1.30722e-05	130475909
NA19247	AFR	0.023393	0.151148	1.32324e-05	130475909
NA19248	AFR	0.0227055	0.148963	1.30411e-05	130475909
NA19256	AFR	0.0228618	0.149463	1.30848e-05	130475909
NA19257	AFR	0.0236635	0.151999	1.33068e-05	130475909
NA19307	AFR	0.0230519	0.150068	1.31378e-05	130475909
NA19308	AFR	0.023083	0.150167	1.31465e-05	130475909
NA19309	AFR	0.0229877	0.149864	1.312e-05	130475909
NA19310	AFR	0.0236271	0.151884	1.32968e-05	130475909
NA19312	AFR	0.0229731	0.149818	1.31159e-05	130475909
NA19314	AFR	0.0236686	0.152015	1.33082e-05	130475909
NA19315	AFR	0.0237082	0.152138	1.33191e-05	130475909
NA19316	AFR	0.0236893	0.152079	1.33139e-05	130475909
NA19317	AFR	0.0229789	0.149836	1.31175e-05	130475909
NA19318	AFR	0.0229649	0.149792	1.31136e-05	130475909
NA19319	AFR	0.0228708	0.149492	1.30874e-05	130475909
NA19320	AFR	0.0238366	0.15254	1.33542e-05	130475909
NA19321	AFR	0.0239803	0.152988	1.33934e-05	130475909
NA19323	AFR	0.0237466	0.152259	1.33296e-05	130475909
NA19324	AFR	0.0237345	0.152221	1.33263e-05	130475909
NA19327	AFR	0.0238775	0.152668	1.33654e-05	130475909
NA19328	AFR	0.0234042	0.151184	1.32355e-05	130475909
NA19331	AFR	0.0231138	0.150265	1.31551e-05	130475909
NA19334	AFR	0.0228886	0.149548	1.30923e-05	130475909
NA19338	AFR	0.0240465	0.153194	1.34114e-05	130475909
NA19346	AFR	0.0228002	0.149266	1.30676e-05	130475909
NA19347	AFR	0.0228467	0.149414	1.30806e-05	130475909
NA19350	AFR	0.0230407	0.150033	1.31347e-05	130475909
NA19351	AFR	0.0236689	0.152015	1.33083e-05	130475909
NA19355	AFR	0.0239116	0.152774	1.33747e-05	130475909
NA19360	AFR	0.0229607	0.149778	1.31124e-05	130475909
NA19372	AFR	0.0229779	0.149833	1.31172e-05	130475909
NA19374	AFR	0.0231538	0.150392	1.31662e-05	130475909
NA19375	AFR	0.0228346	0.149376	1.30772e-05	130475909
NA19376	AFR	0.0230724	0.150134	1.31435e-05	130475909
NA19377	AFR	0.0238001	0.152426	1.33442e-05	130475909
NA19378	AFR	0.0238577	0.152606	1.336e-05	130475909
NA19379	AFR	0.0238401	0.152551	1.33552e-05	130475909
NA19380	AFR	0.0229804	0.149841	1.31179e-05	130475909
NA19383	AFR	0.0227654	0.149155	1.30579e-05	130475909
NA19384	AFR	0.0228948	0.149568	1.30941e-05	130475909
NA19385	AFR	0.023132	0.150323	1.31601e-05	130475909
NA19390	AFR	0.0236316	0.151898	1.3298e-05	130475909
NA19391	AFR	0.0237933	0.152405	1.33424e-05	130475909
NA19393	AFR	0.023114	0.150266	1.31551e-05	130475909
NA19394	AFR	0.0230598	0.150093	1.314e-05	130475909
NA19397	AFR	0.0227372	0.149065	1.305e-05	130475909
NA19399	AFR	0.023989	0.153015	1.33958e-05	130475909
NA19401	AFR	0.0238542	0.152595	1.3359e-05	130475909
NA19403	AFR	0.0236653	0.152004	1.33073e-05	130475909
NA19404	AFR	0.0237438	0.15225	1.33288e-05	130475909
NA19428	AFR	0.0229464	0.149733	1.31084e-05	130475909
NA19429	AFR	0.0230867	0.150179	1.31475e-05	130475909
NA19430	AFR	0.0231192	0.150282	1.31565e-05	130475909
NA19431	AFR	0.0238949	0.152722	1.33701e-05	130475909
NA19434	AFR	0.0236949	0.152097	1.33154e-05	130475909
NA19435	AFR	0.0237917	0.1524	1.33419e-05	130475909
NA19436	AFR	0.0239625	0.152932	1.33886e-05	130475909
NA19437	AFR	0.0236905	0.152083	1.33142e-05	130475909
NA19438	AFR	0.0238687	0.15264	1.3363e-05	130475909
NA19439	AFR	0.0235553	0.151659	1.32771e-05	130475909
NA19440	AFR	0.0236777	0.152043	1.33107e-05	130475909
NA19443	AFR	0.0229418	0.149718	1.31072e-05	130475909
NA19445	AFR	0.0237687	0.152328	1.33356e-05	130475909
NA19446	AFR	0.0236303	0.151894	1.32977e-05	130475909
NA19448	AFR	0.0226677	0.148842	1.30305e-05	130475909
NA19449	AFR	0.0237585	0.152296	1.33329e-05	130475909
NA19451	AFR	0.0228409	0.149396	1.3079e-05	130475909
NA19452	AFR	0.0229215	0.149653	1.31015e-05	130475909
NA19454	AFR	0.0228479	0.149419	1.30809e-05	130475909
NA19455	AFR	0.0231527	0.150388	1.31658e-05	130475909
NA19456	AFR	0.0239463	0.152882	1.33841e-05	130475909
NA19457	AFR	0.023772	0.152338	1.33365e-05	130475909
NA19461	AFR	0.022949	0.149741	1.31092e-05	130475909
NA19462	AFR	0.0238658	0.152631	1.33622e-05	130475909
NA19463	AFR	0.0237039	0.152125	1.33179e-05	130475909
NA19466	AFR	0.0231151	0.150269	1.31554e-05	130475909
NA19467	AFR	0.0237241	0.152188	1.33234e-05	130475909
NA19468	AFR	0.0239075	0.152761	1.33736e-05	130475909
NA19471	AFR	0.0237047	0.152128	1.33181e-05	130475909
NA19472	AFR	0.0237035	0.152124	1.33178e-05	130475909
NA19473	AFR	0.0239213	0.152804	1.33773e-05	130475909
NA19474	AFR	0.0236971	0.152104	1.3316e-05	130475909
NA19475	AFR	0.0237762	0.152351	1.33377e-05	130475909
HG02816	AFR	0.0227468	0.149095	1.30526e-05	130475909
HG02817	AFR	0.0235602	0.151674	1.32784e-05	130475909
HG03240	AFR	0.02272	0.149009	1.30451e-05	130475909
HG03241	AFR	0.0238238	0.1525	1.33507e-05	130475909
HG03300	AFR	0.023362	0.15105	1.32238e-05	130475909
HG03301	AFR	0.0227896	0.149232	1.30646e-05	130475909
HG03451	AFR	0.0230331	0.150009	1.31326e-05	130475909
HG03452	AFR	0.0239986	0.153045	1.33984e-05	130475909
HG03484	AFR	0.0232665	0.150749	1.31974e-05	130475909
HG03485	AFR	0.0238982	0.152732	1.3371e-05	130475909
HG03517	AFR	0.0235203	0.151549	1.32675e-05	130475909
HG03518	AFR	0.0229666	0.149797	1.31141e-05	130475909
NA19189	AFR	0.0223973	0.147972	1.29543e-05	130475909
NA19190	AFR	0.0236448	0.15194	1.33017e-05	130475909
NA19238	AFR	0.0236006	0.151801	1.32895e-05	130475909
NA19239	AFR	0.0228242	0.149343	1.30743e-05	130475909
